VRT名称,VFG名称,CCC,旧件名称,故障描述,故障原因,故障模式
智能化,驾驶辅助,自适应巡航问题,自适应巡航控制器总成,故障频率：一直存在;客户进站反馈车辆的仪表上一直闪故障灯,车间判断为是自适应巡航控制器总成出现故障导致仪表上出现故障灯,ACC/AEB/LKA故障灯亮
智能化,驾驶辅助,自适应巡航问题,无零件,故障频率：一直存在;亮巡航故障灯,经技师与供应商现场工程师确定为智能驾驶域控制器总成故障,ACC/AEB/LKA故障灯亮
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,故障频率：一直存在;前摄像头，后摄像头，左右后视镜摄像头内部有水雾,经检查全景后摄像头总成，全景前摄像头总成，外后视镜总成（右）外后视镜总成（左）密封性不良导致故障产生,全景进水
智能化,驾驶辅助,自适应巡航问题,前向短距摄像头,故障频率：一直存在;仪表经常报故紧急制动故障，ACC自适应巡航不可用,B195103 800w摄像头长时间遮挡B195106 800W摄像头临时遮挡B195E01 SPI0通讯或CRC或计数异常B195E03 SPI1通讯或CRC或计数异常B196504 AVM摄像头遮挡车辆报以上故障，故判断为智能前视摄像头总成故障导致,ACC/AEB/LKA失效
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,故障现象：用户进店反映每次洗完车以后前摄像头内部老是有水珠，要求检查维修。,技师检查：检查前摄像头外观无磕碰，无开裂，经检查确认为前摄像头内部密封不严导致进水。,全景进水
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,故障现象：用户进店反映前摄像头看不清楚，要求检查维修。,技师检查：确认为前摄像头内部镜片脱落导致。,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右/合成件）,故障现象：用户进店反映行驶中右侧反光镜摄像头变绿色，无法看到右侧反光镜摄像头图像，要求维修。,技师检查：1  检查右侧反光镜以及摄像头无磕碰，2。全车断电接上电以后，故障还是一样，3 确认为右侧反光镜内部摄像头故障导致绿屏。,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左/合成件）,故障现象：用户进站反映往左边一打转向，导航屏幕上的左侧显示摄像头就变绿色，要求检查维修。,技师检查：确认为左侧反光镜上的摄像头故障导致变色。,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,自适应巡航问题,自适应巡航控制器总成,故障现象；具体描述，车辆报故障码。,经解码ACC报:B211477ESP发出的减速控制不可用诊断等多个故障码。ESP报:U212104ACC节点报文超时当前码。进行ACC标定故障依旧，查找维修手册，故障指向ACC模块和ESP，怀疑问题出在ACC模块，与同款车ABA互换ACC摸块，车辆问题排除。ACC模块无外伤，更换ACC模块。,ACC/AEB/LKA失效
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,故障现象具体描述：2025.10.6上午反映后摄像头老是绿屏;,经检查全景后摄像头总成内部故障,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,故障现象具体描述：2025.9.6进站反映倒车时后摄像头绿屏;,经检查全景后摄像头总成内部故障,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,故障现象具体描述：360影像前影像模糊，检查发现，360影像前摄像头脱胶脱落,360影像前影像模糊，检查发现，360影像前摄像头脱胶脱落,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,倒车摄像头总成,故障现象具体描述：车辆后摄像头不显示黑屏,经检查是由于 倒车摄像头总成内部故障导致车辆后摄像头不显示黑屏,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,故障现象具体描述：车主反应车辆摄像头进水;,经维修技师检测，车辆摄像头进水为全景前摄像头总成故障,全景进水
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,故障现象具体描述：倒车镜摄像头绿屏;,经维修师傅检查  倒车镜摄像头绿屏,摄像头问题
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,故障现象具体描述：倒车镜异响;,经检查发现属产品自身质量原因。,异响问题
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,故障现象具体描述：倒车无影像;,倒车摄像头故障，不工作,360故障
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,故障现象具体描述：倒车影像花屏,经我店维修技师检查为车辆倒车摄像头总成故障,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,故障现象具体描述：倒车影像绿屏;,经断电重启后任然失效，后检查为后摄像头问题，,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右/合成件）,故障现象具体描述：倒车影像绿屏;,经检查发现属产品自身质量原因。,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,倒车摄像头总成,故障现象具体描述：倒车影像模糊;,经我店维修技师检查：倒车摄像头总成内部故障,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,故障现象具体描述：倒车影像模糊;,经维修技师检查：全景后摄像头总成故障,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,故障现象具体描述：倒车影像摄像头不清晰;左右摄像头不清晰,经技师检查为倒车影像摄像头进雾水，左右摄像头进雾水故障,全景进水
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,故障现象具体描述：后摄像头，右后视镜起雾,经检查是摄像头零件问题,全景进水
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,故障现象具体描述：后摄像头进水;,经检查：后摄像头密封不良导致进水,全景进水
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,故障现象具体描述：后摄像头蓝屏;,经维修技师检查故障原因为全景后摄像头总成质量原因,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,故障现象具体描述：后摄像头模糊   360摄像头模糊;,经查，该车360摄像头模糊现象属实，判定是外后视镜总成（右）（合成件）问题。倒车影像模糊现象属实，判定是全景前摄像头总成问题。,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,故障现象具体描述：后摄像头模糊，看不清;,经维修师傅检查 后摄像头模糊，看不清,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,故障现象具体描述：后摄像头模糊;,全景后摄像头总成模糊,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,故障现象具体描述：后摄像头偶发性绿屏及显示四个摄像头供应商信息不一致;,经检查及热线工程师沟通为车辆倒车摄像头本身故障导致偶发性绿屏及显示四个摄像头供应商信息不一致，非人为或事故导致。,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,故障现象具体描述：后摄像头影像局部模糊;,经维修检查为全景后摄像头总成内部故障,全景模糊
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右）(合成件),故障现象具体描述：后视镜折叠有异响;,经检查发现属产品自身质量原因。,异响问题
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,故障现象具体描述：检查前摄像头影像模糊;,经检查为自动泊车摄像头总成故障,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,故障现象具体描述：检查摄像头花;,经检查是外后视镜（左）、全景前摄像头总成功能失效导致故障,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,倒车摄像头总成,故障现象具体描述：检修该车晚上倒车时摄像头模糊;,经检测倒车摄像头内部损坏导致,全景模糊
智能化,驾驶辅助,人脸识别/车内拍照摄像头,前视摄像头总成,故障现象具体描述：客户反应车子前视摄像头报高温预警时有时无，无线充电时常无法充电，充不进去;,经技师检测及排查：车身外观正常，咨询技师室为前视摄像头总成零件内兆问题导致车子前视摄像头报高温预警时有时无，无线充电总成零件问题导致无线充电时常无法充电，充不进去;,ACC/AEB/LKA失效
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,故障现象具体描述：客户反应车子全前景影像绿屏;,经技师检测及排查：为全景前摄像头总成零件内兆问题车子全前景影像绿屏;,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,故障现象具体描述：客户反应倒车时屏幕黑屏;,经检查发现为摄像头总成损坏导致故障,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,倒车摄像头总成,故障现象具体描述：客户反应后摄像头模糊不清;,经师傅检查发现倒车摄像头模糊到故障需更换倒车摄像头总成,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,故障现象具体描述：客户反映10月13号下午用车发现车子前全景影像模糊;,经技师检测及排查：车身外观正常为前自动泊车摄像头总成零件内兆问题导致车子前全景影像模糊;,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左/合成件）,故障现象具体描述：客户反映车子左后视镜上倒车影像花屏;,技师检查发现是左后视镜上倒车影像花屏，左侧摄像头没有单独配件，只能更换左后视镜总成，更换外后视镜总成（左）故障排除,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,倒车摄像头总成,故障现象具体描述：客户反映倒车影像模糊，摄像头内有水迹。,经拆卸检查，该车倒车摄像头总成因内部质量问题密封不良，导致故障。,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右/合成件）,故障现象具体描述：客户进店反应，右前视镜摄像头绿屏。要求处理;,经技师检查，故障存在，右前摄像头内部故障导致摄像头绿屏，需更换外后视镜总成（右）,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,故障现象具体描述：客户进店反应车前摄像头 后摄像头进水。;,经维修师傅检查属全景前摄像头总成（后） 全景前摄像头总成内部故障；,全景进水
